sample,user,expected_result,result,noise_mean,noise_std
data/vox1/Michael_Weatherly/test_positive/Michael_Weatherly_file35.wav,Michael_Weatherly,True,False,5,1
data/vox1/Michael_Weatherly/test_positive/Michael_Weatherly_file13.wav,Michael_Weatherly,True,False,5,1
data/vox1/Jennifer_Esposito/test_positive/Jennifer_Esposito_file26.wav,Jennifer_Esposito,True,False,5,1
data/vox1/Jennifer_Esposito/test_positive/Jennifer_Esposito_file40.wav,Jennifer_Esposito,True,False,5,1
data/vox1/Sendhil_Ramamurthy/test_positive/Sendhil_Ramamurthy_file44.wav,Sendhil_Ramamurthy,True,True,5,1
data/vox1/Sendhil_Ramamurthy/test_positive/Sendhil_Ramamurthy_file28.wav,Sendhil_Ramamurthy,True,True,5,1
data/vox1/Jeremy_Piven/test_positive/Jeremy_Piven_file151.wav,Jeremy_Piven,True,False,5,1
data/vox1/Jeremy_Piven/test_positive/Jeremy_Piven_file71.wav,Jeremy_Piven,True,False,5,1
data/vox1/Cheryl_Ladd/test_positive/Cheryl_Ladd_file42.wav,Cheryl_Ladd,True,True,5,1
data/vox1/Cheryl_Ladd/test_positive/Cheryl_Ladd_file57.wav,Cheryl_Ladd,True,False,5,1
data/vox1/Matt_Smith/test_positive/Matt_Smith_file55.wav,Matt_Smith,True,True,5,1
data/vox1/Matt_Smith/test_positive/Matt_Smith_file64.wav,Matt_Smith,True,True,5,1
data/vox1/Josh_Radnor/test_positive/Josh_Radnor_file49.wav,Josh_Radnor,True,False,5,1
data/vox1/Josh_Radnor/test_positive/Josh_Radnor_file14.wav,Josh_Radnor,True,False,5,1
data/vox1/Sienna_Guillory/test_positive/Sienna_Guillory_file14.wav,Sienna_Guillory,True,False,5,1
data/vox1/Sienna_Guillory/test_positive/Sienna_Guillory_file94.wav,Sienna_Guillory,True,False,5,1
data/vox1/Ryan_Ochoa/test_positive/Ryan_Ochoa_file5.wav,Ryan_Ochoa,True,True,5,1
data/vox1/Ryan_Ochoa/test_positive/Ryan_Ochoa_file51.wav,Ryan_Ochoa,True,True,5,1
data/vox1/Stan_Lee/test_positive/Stan_Lee_file22.wav,Stan_Lee,True,True,5,1
data/vox1/Stan_Lee/test_positive/Stan_Lee_file93.wav,Stan_Lee,True,False,5,1
data/vox1/Cher/test_positive/Cher_file247.wav,Cher,True,False,5,1
data/vox1/Cher/test_positive/Cher_file159.wav,Cher,True,False,5,1
data/vox1/Sean_Kanan/test_positive/Sean_Kanan_file7.wav,Sean_Kanan,True,True,5,1
data/vox1/Sean_Kanan/test_positive/Sean_Kanan_file44.wav,Sean_Kanan,True,False,5,1
data/vox1/Dove_Cameron/test_positive/Dove_Cameron_file115.wav,Dove_Cameron,True,False,5,1
data/vox1/Dove_Cameron/test_positive/Dove_Cameron_file13.wav,Dove_Cameron,True,False,5,1
data/vox1/Dawn_Wells/test_positive/Dawn_Wells_file3.wav,Dawn_Wells,True,True,5,1
data/vox1/Dawn_Wells/test_positive/Dawn_Wells_file28.wav,Dawn_Wells,True,True,5,1
data/vox1/Jasmine_Guy/test_positive/Jasmine_Guy_file70.wav,Jasmine_Guy,True,True,5,1
data/vox1/Jasmine_Guy/test_positive/Jasmine_Guy_file90.wav,Jasmine_Guy,True,True,5,1
data/vox1/Rob_Corddry/test_positive/Rob_Corddry_file3.wav,Rob_Corddry,True,False,5,1
data/vox1/Rob_Corddry/test_positive/Rob_Corddry_file60.wav,Rob_Corddry,True,False,5,1
data/vox1/Scott_Bakula/test_positive/Scott_Bakula_file20.wav,Scott_Bakula,True,False,5,1
data/vox1/Scott_Bakula/test_positive/Scott_Bakula_file42.wav,Scott_Bakula,True,True,5,1
data/vox1/Kristen_Bell/test_positive/Kristen_Bell_file40.wav,Kristen_Bell,True,False,5,1
data/vox1/Kristen_Bell/test_positive/Kristen_Bell_file51.wav,Kristen_Bell,True,False,5,1
